source_row_id,sequence,label,split,split_seed
3493,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]12,1,train,42
3494,CN1CCC23CCCC[C@@H]2C1Cc1ccc(O)cc13,1,train,42
3495,CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)[C@H]3C1,1,val,42
3496,CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)CC[C@@H]3C1C5,1,train,42
3497,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,test,42
3498,CN1CCC23c4c5ccc(O)c4OC2C(=O)CC[C@@H]3C1C5,1,train,42
3499,CN1CCC23c4c5ccc(O)c4OC2C(C)(O)CC[C@@H]3C1C5,1,train,42
3500,CN1CCC23c4c5ccc(O)c4O[C@@H]2[C@@H](O)C=C[C@@H]3C1C5,1,train,42
3501,CN1CCC23c4c5ccc(O)c4O[C@@H]2[C@@H](O)CCC3(O)C1C5,1,val,42
3502,CN1CCC23c4c5ccc(O)c4O[C@@H]2[C@@H](O)CC[C@@H]3C1C5,1,train,42
3503,CN1CCC23c4c5ccc(O)c4O[C@H]2CCC[C@@H]3C1C5,1,train,42
3504,CN1CCC23c4c5ccc(OC(=O)c6cccnc6)c4O[C@@H]2C(OC(=O)c2cccnc2)C=C[C@@H]3C1C5,1,train,42
3505,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1,train,42
3506,CN1CCCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1,train,42
3507,CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1,1,train,42
3508,CN1CCCc2cccc(OC[C@@H]3CNCCO3)c21,1,test,42
3509,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,train,42
3510,CN1CCN(CC(=O)C2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=CC5(C)[C@H]4[C@@H](O)CC32C)CC1,1,train,42
3511,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1,train,42
3512,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NC[C@@H]2C1,1,train,42
3513,CN1CCN2c3ccccc3Cn3cccc3[C@@H]2C1,1,train,42
3514,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,1,train,42
3515,CN1CCO[C@@H](c2ccccc2)c2ccccc2C1,1,train,42
3516,CN1C[C@@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1,train,42
3517,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@H]2c3cccc4c3c(cn4C)C[C@@H]21,1,train,42
3518,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,1,val,42
3519,CN1C[C@H](CC#N)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,1,test,42
3520,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1,val,42
3521,CN1C[C@H]2Cc3ccc(Cl)cc3[C@H](c3ccccc3)[C@@H]2C1,1,train,42
3522,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,1,train,42
3523,CN1[C@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,1,train,42
3524,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12,1,test,42
3525,CN1[C@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,1,train,42
3526,CN1[C@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1,val,42
3527,CN1[C@H]2CC[C@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1,train,42
3528,CN1[C@H]2CC[C@H]1CC(OC(=O)C(C)(CO)c1ccccc1)C2,1,train,42
3529,CN1[C@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,1,val,42
3530,CN1[C@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,1,train,42
3531,CN1c2cc(F)ccc2C(c2ccccc2)=NC[C@@H]1CNC(=O)c1ccoc1,1,train,42
3532,CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NC[C@H]1CO,1,val,42
3533,CN1c2ccccc2C(c2ccccc2F)=NC[C@@H]1CNC(=O)c1ccsc1,1,train,42
3534,CNC(=O)CCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,1,train,42
3535,CNC(=O)N[C@@H](O)C(Cl)(Cl)Cl,1,train,42
3536,CNC(=O)O[C@@H]1OC(=O)C2(C)C3C=CC(C3)[C@H]12,1,train,42
3537,CNC(=O)O[C@@H]1OC(=O)[C@H]2C3C=CC(C3)[C@H]12,1,train,42
3538,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)[C@H]1N2C,1,train,42
3539,CNC1=CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,1,train,42
3540,CNCCSC1=Cc2ccccc2Oc2ccc(F)cc21,1,train,42
3541,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,train,42
3542,CN[C@H]1CC[C@@H](c2ccccc2)c2ccccc21,1,val,42
3543,CN[C@H]1CCc2ncsc2C1,1,val,42
3544,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,1,test,42
3545,CO/N=C(/C#N)[C@@H]1CN2CCC1CC2,1,train,42
3546,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1ccco1,1,train,42
3547,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@@H]12)c1csc(N)n1,1,train,42
3548,COC(=O)C1(O)CC[C@H]2[C@@H]3CCC(=O)[C@H]4C(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,1,train,42
3549,COC(=O)[C@@H]1C(O)=CC(Nc2ccc(Cl)cc2)=C[C@@H]1C,1,train,42
3550,COC(=O)[C@@H]1C(O)=CC(Nc2cccc(OC(F)(F)F)c2)=C[C@@H]1C,1,train,42
3551,COC(=O)[C@@H]1C(O)=CC(Nc2cccc([N+](=O)[O-])c2)=C[C@@H]1C,1,train,42
3552,COC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@@H]1N2C,1,train,42
3553,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@H]1OC,1,train,42
3554,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@H]1OC,1,train,42
3555,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@H]1OC,1,train,42
3556,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@H]1OC,1,train,42
3557,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@H]1OC,1,train,42
3558,COC(=O)c1cncn1[C@@H](C)c1ccccc1,1,train,42
3559,COC(OC)C(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1,train,42
3560,COC12C=CC3(C[C@H]1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@@H]2O5,1,train,42
3561,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@@H]2O5,1,train,42
3562,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@@H]2O5,1,train,42
3563,COC12CCC3(C[C@H]1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@@H]2O5,1,train,42
3564,COC1=CC(=O)O[C@H]1[C@@H](O)c1ccccc1Cl,1,train,42
3565,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)[C@@H]1O5,1,train,42
3566,COCCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,val,42
3567,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,1,train,42
3568,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@H](O)CC(=O)O)c1-c1ccc(F)cc1,1,train,42
3569,CO[C@H]1CC[C@@H]2C3Cc4ccc(O)c5c4C2(CCN3C)[C@@H]1O5,1,train,42
3570,CO[C@H]1OC2OC3(CN4CCCCC4)C(O)CC(C13)[C@@H]2C,1,train,42
3571,CO[C@H]1OC2OC3(CN4CCCCC4)C(O)C[C@H]([C@H]13)[C@@H]2C,1,train,42
3572,COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@H]3O[C@H]5CO[C@H](c6cccs6)O[C@H]5[C@@H](O)[C@@H]3O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1O,1,train,42
3573,COc1cc2c(cc1CN[C@H]1C3CCN(C3)C1C(c1ccccc1)c1ccccc1)N(S(C)(=O)=O)CC2,1,train,42
3574,COc1cc2c(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)N(S(C)(=O)=O)[C@@H](C)C2,1,val,42
3575,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,1,train,42
3576,COc1cc2c(cc1OC)S(=O)(=O)O[C@H](C(=O)N[C@@H](C)CC(C)(C)N(C)C)C2,1,train,42
3577,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,1,train,42
3578,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)C[C@@H]3N(C)CC2,1,train,42
3579,COc1cc2sc(-c3ccccc3)nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3580,COc1cc2sc(C(C)(C)C)nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3581,COc1cc2sc(C)nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3582,COc1cc2sc(C3CC3)nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3583,COc1ccc(-c2nccs2)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3584,COc1ccc(-n2nc(C)cc2C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3585,COc1ccc(C(C)(C)C)cc1CN[C@H]1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,1,train,42
3586,COc1ccc(C(C)(C)O)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,1,train,42
3587,COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,1,train,42
3588,COc1ccc(C(C)C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3589,COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC,1,train,42
3590,COc1ccc(N(c2nc(C)c(C)s2)S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3591,COc1ccc(N2CCCC2=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3592,COc1ccc(OC[C@@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,1,train,42
3593,COc1ccc(S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3594,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1C,1,train,42
3595,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1Cc1ccc(F)cc1,1,test,42
3596,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,1,train,42
3597,COc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1O2,1,val,42
3598,COc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(C)CC3,1,train,42
3599,COc1ccc2c(c1)CN(C)C[C@H]2c1ccc(Cl)c(Cl)c1,1,train,42
3600,COc1ccc2c(c1)N(C[C@@H](C)CN1CCC(O)CC1)c1ccccc1S2,1,train,42
3601,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CC[C@H](O)C3,1,train,42
3602,COc1ccc2c3c([nH]c2c1)[C@@H]1C[C@H]2[C@H](C[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@H]2OC(C)=O)CN1CC3,1,test,42
3603,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1,train,42
3604,COc1ccc2c3c1OC1C(=O)CC[C@@H]4C(C2)N(C)CCC314,1,train,42
3605,COc1ccc2c3c1O[C@@H]1C(=O)CCC4(O)C(C2)N(C)CCC314,1,train,42
3606,COc1ccc2c3c1O[C@@H]1C(OC(=O)c4cccnc4)CC[C@@H]4C(C2)N(C)CCC341,1,train,42
3607,COc1ccc2c3c1O[C@@H]1C(OC(C)=O)=CC[C@@H]4C(C2)N(C)CCC314,1,train,42
3608,COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4C(C2)N(C)CCC341,1,train,42
3609,COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4C(C2)NCCC341,1,train,42
3610,COc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@@H]4C(C2)N(C)CCC341,1,train,42
3611,COc1ccc2c3c1O[C@H]1C[C@H](O)C=CC31CCN(C)C2,1,train,42
3612,COc1cccc(C(=O)NC2C[C@@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,1,train,42
3613,COc1cccc(C2(O)CCCC[C@H]2CN(C)C)c1,1,train,42
3614,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1,train,42
3615,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,test,42
3616,COc1ccccc1N1CCN(CCCCN2C(=O)[C@H]3C(=O)N(C(C)(C)C)C(=O)[C@H](C2=O)C3(C)C)CC1,1,train,42
3617,COc1ccccc1N1CCN(CCC[C@H](O)c2ccc(F)cc2)CC1,1,train,42
3618,COc1ccccc1N1CCN(C[C@H](O)COc2cc(OC)c(OC)c(OC)c2)CC1,1,train,42
3619,COc1ccccc1OC[C@@H]1CNC(=O)O1,1,train,42
3620,COc1ccccc1OC[C@H](O)COC(N)=O,1,test,42
3621,CS(=O)(=O)c1ccc([C@H](O)[C@H](CO)NC(=O)C(Cl)Cl)cc1,1,val,42
3622,CSC(=O)C1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC21C,1,train,42
3623,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,train,42
3624,CSc1ccc2c(c1)N(CC[C@@H]1CCCNC1)c1ccccc1S2,1,train,42
3625,C[C@@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl,1,test,42
3626,C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,1,train,42
3627,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,train,42
3628,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,1,train,42
3629,C[C@@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,1,train,42
3630,C[C@@H](CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,1,train,42
3631,C[C@@H](CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)O[C@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1,train,42
3632,C[C@@H](Cc1ccccc1)N(C)C,1,train,42
3633,C[C@@H](Cc1ccccc1)N[C@H](C#N)c1ccccc1,1,train,42
3634,C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,1,train,42
3635,C[C@@H]1NCCO[C@H]1c1ccccc1,1,train,42
3636,C[C@@H]1OC2(CCCC[C@@H]2Oc2cccc(Cl)c2)NC1=O,1,train,42
3637,C[C@@H]1O[C@H]1P(=O)(O)O,1,train,42
3638,C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2C,1,train,42
3639,C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,1,train,42
3640,C[C@@H]1[C@@H]2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,1,train,42
3641,C[C@@H]1[C@H]2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,1,train,42
3642,C[C@@H]1c2ccccc2N(C(N)=O)c2ccccc2[C@H]1C,1,train,42
3643,C[C@H](F)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1,train,42
3644,C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1,train,42
3645,C[C@H](Oc1cccc2ccccc12)/C(N)=N\O,1,train,42
3646,C[C@H]1CCCCC1(c1cccs1)N1CCCCC1,1,train,42
3647,C[C@H]1CCCC[C@@H]1C,1,val,42
3648,C[C@H]1CC[C@H](C)[C@@H](C)C1,1,train,42
3649,C[C@H]1CN(C)C[C@@H]2Cc3c(ccc4ccccc34)OC21O,1,test,42
3650,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,1,train,42
3651,C[C@H]1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,1,train,42
3652,C[C@H]1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1,train,42
3653,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@@H](C(=O)O)CC[C@@H]23)C2(C)CCC(=O)C=C12,1,train,42
3654,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@H]2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1,train,42
3655,C[C@H]1C[C@@H]2[C@H]([C@@H](O)CC3(C)[C@H]2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,1,train,42
3656,C[C@H]1C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO,1,val,42
3657,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](Cl)CC2(C)C1(O)C(=O)CO,1,train,42
3658,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl,1,train,42
3659,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CO,1,train,42
3660,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,1,val,42
3661,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,1,train,42
3662,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)C(=O)CO,1,train,42
3663,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CCl,1,train,42
3664,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,1,train,42
3665,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1C(=O)CO,1,train,42
3666,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3C(=O)CC2(C)C1(O)C(=O)CO,1,train,42
3667,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO,1,train,42
3668,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,test,42
3669,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](F)CC2(C)C1C(=O)CO,1,train,42
3670,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](F)CC2(C)[C@H]1C(=O)CO,1,train,42
3671,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1C(=O)CO,1,train,42
3672,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,train,42
3673,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CCl,1,train,42
3674,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)CO,1,train,42
3675,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,1,train,42
3676,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1(O)C(=O)SCF,1,train,42
3677,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)C3(F)[C@@H](O)CC2(C)C1C(=O)CO,1,train,42
3678,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1(O)C(=O)CO,1,train,42
3679,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC2(C)C1C(=O)CO,1,train,42
3680,C[C@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)CC2(C)C1(O)C(=O)CO)C1(C)C=CC(=O)C=C1C[C@@H]3Cl,1,val,42
3681,C[C@H]1c2ccccc2[C@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,1,train,42
3682,C[N+]1([O-])[C@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,1,train,42
3683,Cc1cc(=O)n(-c2ccccc2)[nH]1,1,train,42
3684,Cc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(C)CC3,1,test,42
3685,Cc1ccc2c(c1)[C@H]1CN(C)CC[C@@H]1N2,1,train,42
3686,Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,1,val,42
3687,Cc1cccc(C)c1OC[C@H](C)N,1,train,42
3688,Cc1cccc(N2C[C@@H](CO)OC2=O)c1,1,val,42
3689,Cc1cccc(OC[C@@H](O)CNC(C)C)c1,1,train,42
3690,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)C[C@H]21,1,train,42
3691,Cc1cccc2c1Oc1ccccc1C1(O)CCNC[C@H]21,1,train,42
3692,Cc1ccccc1OC[C@@H](CO[C@H](O)C(Cl)(Cl)Cl)O[C@H](O)C(Cl)(Cl)Cl,1,train,42
3693,Cc1cn([C@@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,val,42
3694,Cc1cn([C@@H]2C[C@H](F)[C@H](CO)O2)c(=O)[nH]c1=O,1,train,42
3695,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1,train,42
3696,Cc1cn[o+]c(C(N)CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1O,1,train,42
3697,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3[C@@H]2C)c1C,1,train,42
3698,Cc1nc2cc(CN[C@H]3CCCN[C@H]3c3ccccc3)c(OC(C)C)cc2s1,1,test,42
3699,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)C[C@@H](O)CC2,1,train,42
3700,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@H]2O,1,train,42
3701,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,1,train,42
3702,Cc1nccn1[C@@H](C)c1ccccc1,1,train,42
3703,Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C,1,val,42
3704,Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,1,val,42
3705,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,train,42
3706,Clc1ccc2c(c1)/C(=C/[C@H]1CN3CCC1CC3)c1ccccc1S2,1,train,42
3707,Clc1ccc2c(c1)/C(=C\[C@H]1CN3CCC1CC3)c1ccccc1S2,1,val,42
3708,Clc1cccc(Cl)c1N[C@H]1N=CCN1,1,train,42
3709,FC(F)(F)C[C@@H](Cl)Br,1,train,42
3710,FC(F)(F)[C@@H](Cl)Br,1,val,42
3711,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@H]43)CC2)c1,1,train,42
3712,FC(F)O[C@@H](Cl)C(F)(F)F,1,train,42
3713,FC(F)Oc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1,train,42
3714,NC1=NC(=O)[C@H](c2ccccc2)O1,1,train,42
3715,NC(=O)CN1C(=O)[C@@H](c2ccccc2)c2ccccc21,1,train,42
3716,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,1,train,42
3717,NC(=O)[C@@H]1CCCCO1,1,train,42
3718,NC(=O)c1ccc(F)c2c1C[C@H](N(C1CCC1)C1CCC1)CO2,1,train,42
3719,NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1,1,train,42
3720,NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,1,val,42
3721,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,val,42
3722,NC[C@@H]1CC(=O)N(Cc2ccccc2)C1,1,train,42
3723,NCc1ccccc1Sc1ccccc1CO,1,train,42
3724,NS(=O)(=O)c1ccc(N2C(=O)C[C@@H](c3ccccc3)C2=O)c(Cl)c1,1,train,42
3725,N[C@H]1CCC[C@H]1c1ccccc1,1,train,42
3726,N[C@H]1C[C@H]1c1ccccc1,1,train,42
3727,Nc1c2c(nc3ccccc13)CCC[C@@H]2O,1,train,42
3728,Nc1cc(OCC2CC2)c(C(=O)N[C@@H]2CN3CCC2CC3)cc1Cl,1,val,42
3729,Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)[C@H]3CCC(F)(F)C3)CC2)n1,1,train,42
